ruleID,message,sentence,replacements,offsetInContext,context,offset,errorLength,category,ruleIssueType,Dataset_ID,Dataset_Name,Dataset_Long_Name
MORFOLOGIK_RULE_EN_US,Possible spelling mistake found.,pO2_optode was calculated from optode phase and temperature as in the Aanderaa Manual.,"['Canberra', 'Andrea', 'Sanders', 'Sandra', 'Caldera', 'Wander', 'Wandered', 'Wanders', 'Andean', 'Mandela', 'Lander', 'Andorra', 'Pandora', 'Wanderer', 'Calderas', 'Candela', 'Dander', 'Pander', 'Candelas', 'Pandered', 'Sander', 'Santeria', 'Bandeau', 'Gander', 'Panderer', 'Panders', 'Ganders', 'Madera', 'Andhra', 'Andreas', 'Andréa', 'Gandhara', 'Mandurah', 'Xander', 'Bandura', 'Banduras', 'Gandered', 'Landers', 'Pandemia']",43,... optode phase and temperature as in the Aanderaa Manual. Atmospheric pO2 was calculated ...,1558,8,TYPOS,misspelling,410,Profiling_Float_KM1906_Gradients3,Profile Float Deployed on Gradients 3 - KM1906
MORFOLOGIK_RULE_EN_US,Possible spelling mistake found.,Atmospheric pO2 was calculated as in Bushinsky et al. \[2016] using float-derived water vapor pressure estimates (pH20) at the time of each float surfacing (Aanderaa Manual) as well as the 6-h NOAA NCEP atmospheric pressure and surface relative humidity data interpolated to the time and location of each float surfacing.,"['Bushing', 'Bushings', 'Buskins', 'Bushiness', 'Gushingly', 'Bushiest']",43,...l. Atmospheric pO2 was calculated as in Bushinsky et al. \[2016] using float-derived wate...,1612,9,TYPOS,misspelling,410,Profiling_Float_KM1906_Gradients3,Profile Float Deployed on Gradients 3 - KM1906
MORFOLOGIK_RULE_EN_US,Possible spelling mistake found.,Atmospheric pO2 was calculated as in Bushinsky et al. \[2016] using float-derived water vapor pressure estimates (pH20) at the time of each float surfacing (Aanderaa Manual) as well as the 6-h NOAA NCEP atmospheric pressure and surface relative humidity data interpolated to the time and location of each float surfacing.,"['Canberra', 'Andrea', 'Sanders', 'Sandra', 'Caldera', 'Wander', 'Wandered', 'Wanders', 'Andean', 'Mandela', 'Lander', 'Andorra', 'Pandora', 'Wanderer', 'Calderas', 'Candela', 'Dander', 'Pander', 'Candelas', 'Pandered', 'Sander', 'Santeria', 'Bandeau', 'Gander', 'Panderer', 'Panders', 'Ganders', 'Madera', 'Andhra', 'Andreas', 'Andréa', 'Gandhara', 'Mandurah', 'Xander', 'Bandura', 'Banduras', 'Gandered', 'Landers', 'Pandemia']",43,...0) at the time of each float surfacing (Aanderaa Manual) as well as the 6-h NOAA NCEP at...,1732,8,TYPOS,misspelling,410,Profiling_Float_KM1906_Gradients3,Profile Float Deployed on Gradients 3 - KM1906
MORFOLOGIK_RULE_EN_US,Possible spelling mistake found.,Atmospheric pO2 was calculated as in Bushinsky et al. \[2016] using float-derived water vapor pressure estimates (pH20) at the time of each float surfacing (Aanderaa Manual) as well as the 6-h NOAA NCEP atmospheric pressure and surface relative humidity data interpolated to the time and location of each float surfacing.,"['CEP', 'NEP', 'NCDP', 'NCE', 'NCP', 'SCEP', 'N CEP', 'NCE P', 'NCAP', 'RCEP']",43,...anderaa Manual) as well as the 6-h NOAA NCEP atmospheric pressure and surface relati...,1773,4,TYPOS,misspelling,410,Profiling_Float_KM1906_Gradients3,Profile Float Deployed on Gradients 3 - KM1906
MORFOLOGIK_RULE_EN_US,Possible spelling mistake found.,"An average G value of 1.30 was then calculated based on the gi estimates from each surfacing at each station, and applied to all optode profiles.","['GI', 'I', 'go', 'GB', 'gig', 'CGI', 'GUI', 'Gil', 'gin', 'hi', 'pi', 'GH', 'SGI', 'GDI', 'GU', 'gm', 'GMI', 'gt', 'GM', 'AGI', 'AI', 'BGI', 'Bi', 'CI', 'Ci', 'DGI', 'DI', 'Di', 'EI', 'FGI', 'FI', 'G', 'G0', 'G1', 'G2', 'G3', 'G4', 'G5', 'G6', 'G7', 'G8', 'G9', 'GA', 'GCI', 'GE', 'GEI', 'GFI', 'GG', 'GHI', 'GIB', 'GIE', 'GIF', 'GIH', 'GIL', 'GIP', 'GIS', 'GJ', 'GK', 'GN', 'GO', 'GOI', 'GP', 'GR', 'GRI', 'GSI', 'GT', 'GTI', 'GV', 'GY', 'Ga', 'Gd', 'Ge', 'Gk', 'Gr', 'HI', 'IGI', 'LI', 'Li', 'MGI', 'MI', 'NI', 'Ni', 'PGI', 'QI', 'RI', 'SI', 'Si', 'TGI', 'TI', 'Ti', 'UGI', 'UI', 'VI', 'WI', 'Xi', 'ZI', 'bi', 'g', 'git', 'gr', 'gs', 'i', 'ii', 'mi', 'oi', 'ti', 'vi', 'xi', 'GC', 'GF', 'GIA', 'GID', 'GIs', 'GL', 'GNI', 'GQ', 'GW', 'GiB', 'Yi', 'ai']",43,...f 1.30 was then calculated based on the gi estimates from each surfacing at each s...,1957,2,TYPOS,misspelling,410,Profiling_Float_KM1906_Gradients3,Profile Float Deployed on Gradients 3 - KM1906
MORFOLOGIK_RULE_EN_US,Possible spelling mistake found.,"An average G value of 1.30 was then calculated based on the gi estimates from each surfacing at each station, and applied to all optode profiles.","['opcode', 'opt ode']",43,"...ing at each station, and applied to all optode profiles. Gain-corrected oxygen concent...",2026,6,TYPOS,misspelling,410,Profiling_Float_KM1906_Gradients3,Profile Float Deployed on Gradients 3 - KM1906
MORFOLOGIK_RULE_EN_US,Possible spelling mistake found.,"Gain-corrected oxygen concentration and saturation data were not calibrated against Winkler measurements, and therefore variables are noted as being ""uncalibrated"".","['calibrated', 'recalibrated']",43,"...therefore variables are noted as being ""uncalibrated"". Potential density was calculated usin...",2193,12,TYPOS,misspelling,410,Profiling_Float_KM1906_Gradients3,Profile Float Deployed on Gradients 3 - KM1906
MORFOLOGIK_RULE_EN_US,Possible spelling mistake found.,Potential density was calculated using the Gibbs gsw_sigma0.m function in Matlab.,"['GSW', 'NSW', 'MSW', 'SSW', 'WSW', 'ASW', 'BSW', 'FSW', 'GSA', 'GSC', 'GSF', 'GSH', 'GSI', 'GSK', 'GSL', 'GSM', 'GSO', 'GSP', 'GSR', 'LSW', 'RSW', 'SW', 'gs', 'GSE', 'GST', 'GW', 'is', 'as', 'get', 'new', 'go', 'now', 'so', 'us', 'use', 'few', 'got', 'how', 'law', 'low', 'St', 'gas', 'grew', 'saw', 'God', 'grow', 'gun', 'ask', 'gap', 'god', 'raw', 'row', 'vs', 'BMW', 'GDP', 'ash', 'bow', 'guy', 'gym', 'jaw', 'BTW', 'CSS', 'GB', 'GPS', 'SD', 'SF', 'SG', 'SK', 'SL', 'SSR', 'USA', 'USB', 'cow', 'gag', 'gig', 'gum', 'tow', 'BSA', 'BSD', 'CSA', 'CSI', 'CSU', 'CSX', 'DSM', 'DSO', 'DSP', 'ESA', 'ESP', 'GDR', 'GHz', 'GI', 'GMT', 'GOP', 'GPA', 'GPL', 'GUI', 'Gil', 'Goa', 'Gus', 'ISP', 'Jew', 'LSD', 'LST', 'MSC', 'MSN', 'NSA', 'PS2', 'PSA', 'PSP', 'PSV', 'RSA', 'RSS', 'gel', 'gem', 'gin', 'glow', 'gov', 'gown', 'gut', 'psi', 'vow', 'ASB', 'ASD', 'CSC', 'CSF', 'CSL', 'CSP', 'CSR', 'CST', 'DSC', 'DSL', 'DSS', 'DST', 'Dow', 'ESC', 'ESL', 'FSA', 'FSU', 'GBA', 'GBP', 'GCB', 'GCC', 'GH', 'GNP', 'GPO', 'GPU', 'GRC', 'GTA', 'GTE', 'Geo', 'JSA', 'Lew', 'MSF', 'MST', 'NSF', 'OSI', 'OSU', 'PSD', 'PSL', 'PSU', 'RSC', 'SSA', 'SSE', 'SSL', 'SSP', 'SST', 'TSA', 'UAW', 'USF', 'USO', 'USP', 'WSU', 'dew', 'gal', 'gen', 'gust', 'ms', 'paw', 'sh', 'sow', 'st', 'yaw', 'AGS', 'ASN', 'CGS', 'CSD', 'CSG', 'CSV', 'DSA', 'DSB', 'DSE', 'ESB', 'ESD', 'ESO', 'ESR', 'ESS', 'Esq', 'FSH', 'FSI', 'FSK', 'FSM', 'GBC', 'GDF', 'GDI', 'GED', 'GLS', 'GMG', 'GPC', 'GRE', 'GRP', 'GRU', 'HSE', 'HSL', 'HSP', 'HSS', 'KSC', 'LSA', 'LSC', 'LSI', 'LSM', 'LSO', 'LSP', 'MSI', 'OSB', 'OSF', 'PSB', 'PSE', 'PSF', 'PSG', 'PSM', 'PSO', 'PSS', 'PST', 'PW', 'RSI', 'RSM', 'RSV', 'SSM', 'TSS', 'VFW', 'asp', 'esp', 'gash', 'gasp', 'goo', 'pew', 'sew', 'sf', 'ts', 'wow', 'DSD', 'DSR', 'ESE', 'GAF', 'GAM', 'GBM', 'GCA', 'GDS', 'GEF', 'GFC', 'GGG', 'GLP', 'GMB', 'GMD', 'GMO', 'GRS', 'GU', 'Gish', 'HSA', 'KSS', 'LSB', 'RSP', 'RSX', 'SSO', 'USG', 'WNW', 'gar', 'gee', 'gist', 'gm', 'mow', 'pow', 'CSH', 'ESN', 'GHA', 'GMI', 'GPM', 'GPV', 'LGS', 'WSJ', 'gab', 'gnaw', 'gush', 'hew', 'maw', 'mew', 'ssh', 'caw', 'cw', 'gawk', 'gnu', 'gob', 'gosh', 'gt', 'tsp', 'GBG', 'gyp', 'yow', 'ECW', 'GBJ', 'GBZ', 'GM', 'GNU', 'MW', 'PS', 'USC', 'USS', 'gawp', 'gay', '1st', 'AAW', 'ABW', 'ACW', 'AEW', 'AFW', 'AGW', 'AHW', 'AIW', 'AJW', 'ALW', 'AMW', 'ANW', 'AOW', 'APW', 'ARW', 'ASA', 'ASC', 'ASE', 'ASF', 'ASG', 'ASH', 'ASJ', 'ASK', 'ASL', 'ASM', 'ASP', 'ASQ', 'ASR', 'ASS', 'AST', 'ASU', 'ASV', 'ASX', 'ASY', 'ASZ', 'ATW', 'AUW', 'AVW', 'AZW', 'As', 'BAW', 'BBW', 'BDW', 'BEW', 'BFW', 'BGS', 'BGW', 'BIW', 'BJW', 'BKW', 'BLW', 'BNW', 'BOW', 'BQW', 'BS', 'BSB', 'BSC', 'BSE', 'BSF', 'BSG', 'BSH', 'BSI', 'BSK', 'BSL', 'BSM', 'BSN', 'BSO', 'BSP', 'BSQ', 'BSR', 'BSS', 'BST', 'BSU', 'BSV', 'BSX', 'BUW', 'BVW', 'BYW', 'CAW', 'CCW', 'CDW', 'CHW', 'CLW', 'CMW', 'CNW', 'CRW', 'CS', 'CSE', 'CSM', 'CUW', 'CW', 'CZW', 'Cs', 'DFW', 'DGS', 'DGSE', 'DGSI', 'DGSN', 'DPW', 'DS', 'DSF', 'DSG', 'DSI', 'DSK', 'DSN', 'DSQ', 'DSU', 'DSV', 'DTW', 'EDW', 'ES', 'ESF', 'ESH', 'ESI', 'ESM', 'EST', 'EW', 'Es', 'Esc', 'FCW', 'FIW', 'FS', 'FSB', 'FSC', 'FSD', 'FSF', 'FSG', 'FSP', 'FSR', 'FSS', 'FTW', 'G', 'G0', 'G1', 'G10', 'G11', 'G12', 'G16', 'G17', 'G2', 'G20', 'G22', 'G3', 'G30', 'G36', 'G38', 'G4', 'G5', 'G6', 'G7', 'G77', 'G8', 'G9', 'G99', 'GA', 'GA3', 'GAA', 'GAB', 'GAC', 'GAD', 'GAE', 'GAG', 'GAL', 'GAO', 'GAP', 'GAR', 'GAS', 'GAV', 'GBK', 'GBR', 'GBT', 'GBU', 'GCF', 'GCG', 'GCI', 'GCM', 'GCP', 'GCR', 'GCS', 'GCU', 'GDB', 'GDC', 'GDD', 'GDE', 'GDM', 'GDN', 'GDT', 'GE', 'GEA', 'GEH', 'GEI', 'GEM', 'GEQ', 'GES', 'GET', 'GEV', 'GFA', 'GFB', 'GFE', 'GFI', 'GFL', 'GFN', 'GFR', 'GFS', 'GG', 'GGA', 'GGC', 'GGS', 'GGU', 'GGY', 'GHC', 'GHI', 'GHK', 'GHM', 'GHQ', 'GHS', 'GHT', 'GIB', 'GIE', 'GIF', 'GIH', 'GIL', 'GIP', 'GIS', 'GISD', 'GJ', 'GJL', 'GK', 'GKG', 'GKP', 'GLA', 'GLM', 'GLN', 'GLT', 'GMF', 'GML', 'GMP', 'GMR', 'GMS', 'GMU', 'GN', 'GNC', 'GND', 'GNF', 'GNSS', 'GNT', 'GNV', 'GO', 'GOE', 'GOI', 'GP', 'GPE', 'GPG', 'GPP', 'GPR', 'GPX', 'GPZ', 'GQM', 'GR', 'GR5', 'GRA', 'GRD', 'GRH', 'GRI', 'GRJ', 'GRN', 'GSCF', 'GSEA', 'GSIT', 'GSPR', 'GT', 'GT3', 'GT4', 'GT6', 'GTB', 'GTG', 'GTI', 'GTK', 'GTM', 'GTO', 'GTP', 'GTQ', 'GTR', 'GTS', 'GUA', 'GUC', 'GUE', 'GUF', 'GUG', 'GUL', 'GUM', 'GUT', 'GUU', 'GUY', 'GV', 'GVA', 'GVT', 'GWG', 'GWP', 'GY', 'GYD', 'GZK', 'Ga', 'Gap', 'Gay', 'Gd', 'Ge', 'Gen', 'Ger', 'Gk', 'Gog', 'Gr', 'Guy', 'HS', 'HSC', 'HSF', 'HSM', 'HST', 'HSV', 'Haw', 'IGS', 'IS', 'ISA', 'ISB', 'ISC', 'ISD', 'ISF', 'ISG', 'ISI', 'ISK', 'ISL', 'ISM', 'ISN', 'ISO', 'ISR', 'ISS', 'IST', 'ISV', 'JS2', 'JSB', 'JSF', 'JSL', 'JSP', 'JSU', 'JSX', 'KPW', 'KRW', 'KS', 'KSA', 'KSM', 'KSR', 'KUW', 'KW', 'Ks', 'LAW', 'LDW', 'LGW', 'LHW', 'LS', 'LS1', 'LS2', 'LS3', 'LS4', 'LSE', 'LSF', 'LSJ', 'LSL', 'LSN', 'LSQ', 'LSX', 'MGS', 'MLW', 'MNW', 'MS', 'MSA', 'MSB', 'MSD', 'MSE', 'MSG', 'MSH', 'MSK', 'MSM', 'MSO', 'MSR', 'MSS', 'MSU', 'MTW', 'Ms', 'NCW', 'NGS', 'NOW', 'NRW', 'NS', 'NSB', 'NSC', 'NSFW', 'NSM', 'NSS', 'NST', 'NSU', 'NTW', 'NW', 'OS', 'OSA', 'OSC', 'OSD', 'OSG', 'OSL', 'OSM', 'OSQ', 'OSR', 'OSS', 'OST', 'OSV', 'Os', 'PGS', 'PLW', 'PNW', 'POW', 'PS1', 'PSC', 'PSK', 'PSN', 'PSQ', 'PSR', 'PSX', 'QSE', 'QSR', 'QSV', 'RAW', 'RCW', 'RGS', 'RRW', 'RS', 'RS7', 'RSE', 'RSF', 'RSH', 'RSO', 'RSR', 'RST', 'RTW', 'S', 'SA', 'SAW', 'SB', 'SC', 'SE', 'SFW', 'SGS', 'SH', 'SI', 'SJ', 'SJW', 'SM', 'SN', 'SO', 'SP', 'SPW', 'SS', 'SS7', 'SSB', 'SSF', 'SSG', 'SSH', 'SSI', 'SSK', 'SSS', 'SSV', 'ST', 'SU', 'SWE', 'SWL', 'SWR', 'SWT', 'SWV', 'SWZ', 'SY', 'SZ', 'Sb', 'Sc', 'Se', 'Si', 'Sm', 'Sn', 'Sp', 'Sq', 'Sr', 'TBW', 'TCW', 'TGS', 'TGW', 'TS', 'TSB', 'TSC', 'TSD', 'TSE', 'TSG', 'TSH', 'TSI', 'TSK', 'TSL', 'TSM', 'TSN', 'TSO', 'TSP', 'TSR', 'TSV', 'TSX', 'TW', 'UFW', 'UGS', 'US', 'USD', 'USE', 'USI', 'USJ', 'USN', 'USR', 'UWW', 'VGS', 'VSB', 'VSC', 'VSD', 'VSF', 'VSG', 'VSL', 'VSM', 'VSN', 'VSP', 'VSR', 'VSS', 'VST', 'VSV', 'W', 'WGS', 'WHW', 'WLW', 'WMW', 'WSA', 'WSC', 'WSD', 'WSF', 'WSM', 'WSP', 'WSS', 'WST', 'WW', 'WWW', 'XS', 'XSN', 'YCW', 'YW', 'ZSE', 'ZSL', 'ZSP', 'Zs', 'ass', 'aw', 'cs', 'est', 'g', 'gad', 'gawd', 'git', 'gr', 'guv', 'haw', 'isl', 'ism', 'isn', 'kW', 'ks', 'kw', 'lbw', 'ls', 'ow', 'rs', 's', 'sq', 'usu', 'w', 'yew', 'AGs', 'B&W', 'BSc', 'CSO', 'DAW', 'DW', 'EGS', 'ES5', 'ES6', 'ESG', 'ESV', 'ESY', 'FSE', 'FSN', 'FST', 'FW', 'GA4', 'GBS', 'GC', 'GCSE', 'GCT', 'GCs', 'GF', 'GFWC', 'GFX', 'GHB', 'GHG', 'GHP', 'GIA', 'GID', 'GISB', 'GIs', 'GKE', 'GL', 'GMA', 'GMC', 'GMV', 'GNI', 'GPF', 'GPT', 'GQ', 'GSFP', 'GSMA', 'GSOC', 'GSTs', 'GTC', 'GTD', 'GTX', 'GVSU', 'GWh', 'GiB', 'HSK', 'HW', 'IGST', 'ISU', 'JS', 'JSC', 'LCSW', 'LSU', 'Löw', 'MSc', 'NSO', 'OSX', 'PS3', 'PS4', 'PS5', 'PoW', 'QS', 'RGBW', 'RSU', 'S&W', 'SGST', 'SSC', 'SSD', 'SSN', 'STW', 'SV', 'TNW', 'UNSW', 'UW', 'VW', 'WS', 'WSB', 'WSL', 'WSN', 'WoW', 'XSD', 'XSL', 'XSS', 'YSL', 'aww', 'grr', 'gtd', 'mW', 'msg', 'pgs']",43,... density was calculated using the Gibbs gsw_sigma0.m function in Matlab. Chlorophyl...,2257,3,TYPOS,misspelling,410,Profiling_Float_KM1906_Gradients3,Profile Float Deployed on Gradients 3 - KM1906
UNIT_SPACE,Insert a space between the numerical value and the unit symbol.,Chlorophyll fluorescence was converted to chlorophyll concentrations by first subtracting a deep-value (average at ~980m depth) and applying the factory scaling factor.,['980\xa0m'],43,...t subtracting a deep-value (average at ~980m depth) and applying the factory scaling...,2406,4,PUNCTUATION,typographical,410,Profiling_Float_KM1906_Gradients3,Profile Float Deployed on Gradients 3 - KM1906
MORFOLOGIK_RULE_EN_US,Possible spelling mistake found.,"Volume scattering coefficient was converted to particulate backscattering coefficient (bbp, the product provided in this dataset) using the approach of  Zhang et al \[2009] to obtain backscattering due to seawater, and then by using the approach of Boss and Pegau \[2001] to obtain bbp, assuming a X factor of 1.1 (see  Boss and Pegau \[2001]).",['back scattering'],43,"...oefficient was converted to particulate backscattering coefficient (bbp, the product provided ...",2679,14,TYPOS,misspelling,410,Profiling_Float_KM1906_Gradients3,Profile Float Deployed on Gradients 3 - KM1906
